delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,delayed_flag,expected_time_hours,actual_time_hours
1056.0,ecom express,furniture,truck,two day,east,hot,284.9,21.03,no,delivered,5.0,1487.59,0.3683129896185857,0,11.395999999999999,11.764312989618585
1057.0,fedex,clothing,ev van,same day,central,rainy,165.7,38.26,yes,delayed,3.0,1043.28,1.057548064416852,1,5.917857142857143,6.975405207273995
1058.0,xpressbees,documents,scooter,same day,central,cold,254.8,40.78,yes,delayed,2.0,1496.34,0.93421870577781,1,7.28,8.21421870577781
1059.0,dhl,automobile parts,ev bike,two day,east,clear,101.2,3.43,no,delivered,4.0,516.29,0.1630800463783295,0,2.6631578947368424,2.826237941115172
1060.0,ekart,groceries,scooter,two day,north,foggy,84.3,17.04,no,delivered,3.0,472.62,0.17784427180273976,0,2.4085714285714284,2.586415700374168
1061.0,xpressbees,groceries,bike,express,central,hot,24.7,44.74,no,delivered,5.0,307.72,0.26238461319450335,0,0.6174999999999999,0.8798846131945033
1062.0,xpressbees,electronics,scooter,two day,north,clear,175.5,32.0,no,delivered,4.0,973.5,-0.8545627861890228,0,5.014285714285714,4.159722928096691
1063.0,blue dart,documents,truck,standard,east,cold,221.3,16.7,no,delivered,5.0,1156.6,1.0527897101116324,1,8.852,9.904789710111633
1064.0,xpressbees,groceries,bike,two day,central,clear,189.0,29.49,no,delivered,3.0,1033.47,-0.5219141336334303,0,4.725,4.203085866366569
1065.0,xpressbees,cosmetics,scooter,express,north,rainy,255.3,9.95,yes,delayed,3.0,1356.35,1.2042391461504875,1,7.2942857142857145,8.498524860436202
1066.0,dhl,clothing,bike,same day,east,foggy,64.1,48.25,no,delivered,3.0,565.25,-0.14360096838784298,0,1.6024999999999998,1.4588990316121568
1067.0,ecom express,automobile parts,scooter,two day,west,stormy,199.8,39.69,no,delivered,4.0,1118.07,1.3241669858551566,1,5.708571428571429,7.032738414426586
1068.0,shadowfax,clothing,ev bike,express,north,rainy,149.2,16.94,yes,delayed,2.0,846.82,1.0549848783188183,1,3.926315789473684,4.981300667792502
1069.0,dhl,pharmacy,bike,standard,east,stormy,95.5,19.84,no,delivered,4.0,537.02,0.5759396396064327,1,2.3875,2.963439639606433
1070.0,delhivery,electronics,scooter,two day,north,rainy,146.7,38.47,no,delivered,3.0,848.91,0.8584083073763571,1,4.191428571428571,5.049836878804928
1071.0,xpressbees,fragile items,bike,standard,west,foggy,216.7,30.89,no,delivered,3.0,1176.17,0.6360238263362445,1,5.4174999999999995,6.053523826336244
1072.0,blue dart,cosmetics,van,same day,central,foggy,267.3,27.32,yes,failed,1.0,1518.46,1.2123122481669366,1,8.91,10.122312248166937
1073.0,xpressbees,fragile items,ev bike,express,south,rainy,180.5,10.13,yes,delayed,3.0,982.89,0.8780465673180764,1,4.75,5.628046567318076
1074.0,fedex,automobile parts,truck,express,south,stormy,199.2,28.23,yes,failed,2.0,1130.69,2.005502332743429,1,7.968,9.97350233274343
1075.0,fedex,fragile items,scooter,express,north,foggy,280.3,46.99,yes,delayed,2.0,1592.47,1.259908617262715,1,8.008571428571429,9.268480045834144
1076.0,blue dart,pharmacy,scooter,same day,east,rainy,222.4,18.35,yes,delayed,2.0,1267.05,0.9956444536230347,1,6.354285714285714,7.349930167908749
1077.0,xpressbees,fragile items,ev bike,standard,north,foggy,67.1,36.22,no,delivered,4.0,444.16,-0.2550798327558199,0,1.7657894736842104,1.5107096409283904
1078.0,blue dart,electronics,van,standard,central,foggy,230.3,1.26,no,delivered,4.0,1155.28,0.7927654517102285,1,7.676666666666667,8.469432118376895
1079.0,dhl,pharmacy,van,express,north,foggy,39.4,39.49,yes,delayed,2.0,365.47,0.6078279371902935,1,1.3133333333333332,1.9211612705236267
1080.0,amazon logistics,automobile parts,ev van,two day,west,stormy,41.1,35.29,no,delivered,3.0,311.37,0.6954236654911905,1,1.467857142857143,2.1632808083483335
1081.0,ecom express,groceries,ev bike,same day,south,rainy,285.3,4.38,yes,delayed,3.0,1539.64,1.2468254123092208,1,7.507894736842106,8.754720149151327
1082.0,ecom express,automobile parts,scooter,two day,west,stormy,34.5,47.3,no,delivered,5.0,314.4,0.19093697441875723,0,0.9857142857142858,1.176651260133043
1083.0,ecom express,furniture,ev bike,express,north,foggy,248.7,49.36,yes,delayed,2.0,1441.58,0.6888779056874172,1,6.544736842105263,7.23361474779268
1084.0,shadowfax,furniture,ev bike,standard,east,hot,203.1,33.91,no,delivered,5.0,1117.23,0.8902612371735152,1,5.344736842105263,6.234998079278778
1085.0,blue dart,documents,ev van,express,north,stormy,226.8,35.26,yes,delayed,2.0,1289.78,2.5445806356694654,1,8.1,10.644580635669465
1086.0,amazon logistics,electronics,scooter,standard,west,rainy,168.7,25.04,no,delivered,5.0,918.62,0.9966124941573202,1,4.819999999999999,5.81661249415732
1087.0,amazon logistics,fragile items,ev bike,same day,north,rainy,227.7,0.67,yes,delayed,3.0,1240.36,1.3876639835779727,1,5.992105263157894,7.379769246735867
1088.0,ecom express,cosmetics,scooter,two day,east,foggy,286.4,26.54,no,delivered,3.0,1511.62,1.0535796048508121,1,8.182857142857141,9.236436747707954
1089.0,shadowfax,groceries,van,express,east,foggy,222.9,44.81,yes,delayed,3.0,1298.93,0.8138873562537912,1,7.430000000000001,8.243887356253792
1090.0,blue dart,automobile parts,bike,standard,north,stormy,96.6,31.21,no,delivered,4.0,576.63,0.6655950452745065,1,2.415,3.0805950452745066
1091.0,fedex,clothing,truck,same day,north,rainy,268.3,48.23,yes,delayed,2.0,1586.19,1.9102796221757803,1,10.732000000000001,12.642279622175781
1092.0,fedex,fragile items,ev bike,same day,east,cold,144.1,46.98,no,delivered,5.0,961.44,0.2922017500996801,0,3.7921052631578944,4.0843070132575745
1093.0,amazon logistics,furniture,van,two day,south,cold,48.6,13.67,no,delivered,3.0,284.01,0.3478888630910941,0,1.62,1.9678888630910942
1094.0,dhl,pharmacy,van,express,central,stormy,271.7,36.23,yes,failed,1.0,1517.19,2.7325837657421896,1,9.056666666666667,11.789250432408856
1095.0,ekart,electronics,scooter,express,west,stormy,124.6,34.93,yes,delayed,2.0,777.79,1.2877920231646738,1,3.56,4.847792023164674
1096.0,delhivery,pharmacy,ev bike,same day,south,rainy,75.4,49.52,no,delivered,5.0,626.94,0.3329429207042671,0,1.9842105263157896,2.3171534470200568
1097.0,amazon logistics,cosmetics,ev van,standard,south,stormy,192.3,17.27,no,delivered,4.0,1013.31,2.0839476999519713,1,6.867857142857143,8.951804842809114
1098.0,xpressbees,automobile parts,bike,standard,east,clear,297.1,4.85,no,delivered,4.0,1507.55,-0.5994602053596321,0,7.4275,6.828039794640368
1099.0,delhivery,groceries,scooter,two day,central,clear,253.2,4.42,no,delivered,4.0,1279.26,0.27489830241074475,0,7.234285714285714,7.509184016696459
1100.0,dhl,electronics,truck,standard,east,stormy,76.0,25.53,no,delivered,3.0,456.59,1.0159465427693979,1,3.04,4.055946542769398
1101.0,fedex,electronics,van,same day,east,clear,214.1,40.16,no,delivered,4.0,1290.98,0.29940303295789583,0,7.136666666666667,7.4360696996245625
1102.0,fedex,clothing,bike,same day,west,cold,77.1,27.54,no,delivered,3.0,568.12,-0.7146766134581064,0,1.9274999999999998,1.2128233865418934
1103.0,ecom express,documents,bike,express,south,hot,154.2,49.52,no,delivered,3.0,969.62,0.8192624114342184,1,3.8549999999999995,4.674262411434218
1104.0,blue dart,fragile items,scooter,express,west,hot,43.0,41.57,no,delivered,5.0,389.71,0.01955168298201926,0,1.2285714285714286,1.248123111553448
1105.0,ekart,clothing,ev van,two day,south,cold,87.3,48.43,no,delivered,5.0,581.79,0.5818834164498266,1,3.117857142857143,3.6997405593069694
1106.0,blue dart,clothing,truck,two day,east,foggy,297.1,5.09,no,delivered,4.0,1501.27,1.1141082218623417,1,11.884,12.998108221862342
1107.0,ekart,electronics,scooter,standard,west,cold,137.1,5.01,no,delivered,5.0,700.53,0.49720360009019915,0,3.917142857142857,4.414346457233056
1108.0,ecom express,groceries,bike,two day,north,clear,222.8,46.69,no,delivered,5.0,1254.07,-0.3160246689520969,0,5.57,5.253975331047903
1109.0,ecom express,pharmacy,ev bike,standard,west,hot,132.1,17.65,no,delivered,3.0,713.45,-0.013314898735056868,0,3.4763157894736842,3.4630008907386274
1110.0,delhivery,documents,van,two day,south,clear,3.6,3.35,no,delivered,5.0,95.6674,0.5742094061600358,1,0.12000000000000001,0.6942094061600358
1111.0,shadowfax,furniture,van,express,north,clear,196.6,14.31,no,delivered,5.0,1075.93,-0.057204720229004025,0,6.553333333333333,6.496128613104329
1112.0,ekart,documents,truck,express,south,hot,126.3,6.82,yes,failed,2.0,701.96,0.3178298619539168,0,5.052,5.369829861953916
1113.0,blue dart,fragile items,scooter,same day,west,hot,79.2,40.35,no,delivered,4.0,617.05,0.3741631763494837,0,2.262857142857143,2.6370203192066266
1114.0,ekart,electronics,ev bike,express,west,rainy,59.5,47.19,yes,failed,1.0,489.07,0.4305466716549393,0,1.5657894736842106,1.99633614533915
1115.0,blue dart,clothing,scooter,standard,south,clear,146.3,39.83,no,delivered,5.0,850.99,0.04512567154307323,0,4.180000000000001,4.225125671543074
1116.0,fedex,pharmacy,ev bike,standard,south,rainy,269.4,5.99,no,delivered,5.0,1364.97,1.3855935638977614,1,7.0894736842105255,8.475067248108287
1117.0,ecom express,fragile items,truck,same day,central,foggy,103.0,36.57,no,delivered,5.0,724.71,1.2154246755714828,1,4.12,5.335424675571483
1118.0,shadowfax,groceries,bike,same day,south,rainy,170.1,1.04,no,delivered,3.0,953.62,0.7481643608899242,1,4.2524999999999995,5.000664360889924
1119.0,xpressbees,electronics,truck,express,south,cold,16.3,14.77,yes,delayed,2.0,175.81,0.11248971401449037,0,0.652,0.7644897140144904
1120.0,fedex,furniture,bike,express,east,cold,217.0,5.6,yes,delayed,2.0,1151.8,0.7491963188022837,1,5.425,6.1741963188022835
1121.0,delhivery,documents,ev bike,express,west,foggy,235.1,43.37,yes,delayed,2.0,1355.61,1.0740788325189747,1,6.186842105263158,7.260920937782132
1122.0,delhivery,documents,van,two day,east,rainy,113.9,15.09,no,delivered,5.0,614.77,1.0395090916681138,1,3.796666666666667,4.836175758334781
1123.0,ekart,automobile parts,ev bike,standard,east,rainy,132.4,45.65,no,delivered,4.0,798.95,0.8187769613455971,1,3.4842105263157896,4.302987487661387
1124.0,ekart,automobile parts,scooter,same day,west,rainy,21.7,0.67,no,delivered,4.0,210.18,-0.23130147381914512,0,0.62,0.3886985261808549
1125.0,amazon logistics,documents,van,express,central,clear,276.2,23.86,yes,delayed,3.0,1502.58,0.4900294596903283,0,9.206666666666667,9.696696126356995
1126.0,amazon logistics,pharmacy,scooter,standard,west,foggy,165.7,46.56,no,delivered,5.0,968.18,0.2242106678086797,0,4.734285714285714,4.958496382094394
1127.0,amazon logistics,furniture,scooter,standard,east,cold,42.8,13.17,no,delivered,4.0,253.51,0.18861921100028156,0,1.2228571428571429,1.4114763538574244
1128.0,shadowfax,automobile parts,van,express,west,hot,223.5,27.85,yes,delayed,2.0,1251.05,0.14621724499419297,0,7.45,7.596217244994193
1129.0,shadowfax,automobile parts,bike,standard,west,clear,233.8,14.03,no,delivered,4.0,1211.09,-0.0192415039778977,0,5.845000000000001,5.825758496022103
1130.0,shadowfax,groceries,van,same day,south,foggy,61.2,6.42,no,delivered,5.0,425.26,0.3434287230910442,0,2.04,2.3834287230910443
1131.0,dhl,electronics,bike,express,west,rainy,136.6,43.08,yes,delayed,2.0,862.24,0.7111071646350817,1,3.415,4.126107164635082
1132.0,xpressbees,electronics,truck,two day,west,hot,133.6,8.5,no,delivered,3.0,693.5,0.3937762262705853,0,5.343999999999999,5.737776226270585
1133.0,amazon logistics,electronics,bike,standard,south,stormy,112.4,27.41,no,delivered,5.0,644.23,1.3271133807175937,1,2.81,4.137113380717594
1134.0,xpressbees,fragile items,bike,express,south,hot,259.6,27.43,yes,delayed,2.0,1430.29,0.4605602904541941,0,6.49,6.950560290454194
1135.0,shadowfax,cosmetics,van,express,west,clear,212.4,0.9,yes,failed,1.0,1114.7,-0.07324699058719464,0,7.08,7.006753009412805
1136.0,delhivery,fragile items,scooter,same day,north,foggy,265.2,43.65,no,delivered,5.0,1556.95,1.1984832933436511,1,7.5771428571428565,8.775626150486508
1137.0,xpressbees,clothing,ev van,express,south,foggy,159.4,4.51,yes,delayed,2.0,860.53,1.0399840038202504,1,5.692857142857143,6.732841146677393
1138.0,dhl,electronics,scooter,standard,west,cold,243.0,17.72,no,delivered,4.0,1268.16,0.1871462268874744,0,6.942857142857143,7.1300033697446175
1139.0,xpressbees,clothing,van,express,east,hot,71.8,12.26,no,delivered,5.0,445.78,0.29888668762162407,0,2.393333333333333,2.692220020954957
1140.0,fedex,pharmacy,scooter,two day,north,clear,84.6,5.71,no,delivered,5.0,440.13,0.21035182269326969,0,2.417142857142857,2.6274946798361265
1141.0,amazon logistics,electronics,ev van,two day,north,clear,148.6,23.48,no,delivered,3.0,813.44,-0.08926905100799765,0,5.307142857142857,5.217873806134859
1142.0,dhl,pharmacy,ev bike,same day,north,hot,147.9,41.09,no,delivered,3.0,962.77,0.6073173071513813,1,3.892105263157895,4.499422570309276
1143.0,ecom express,automobile parts,scooter,two day,east,foggy,14.0,47.44,no,delivered,4.0,212.32,0.002983323890242029,0,0.4,0.40298332389024205
1144.0,amazon logistics,clothing,scooter,two day,north,stormy,176.1,0.85,no,delivered,4.0,883.05,1.5471015074700345,1,5.031428571428571,6.578530078898606
1145.0,ekart,cosmetics,scooter,two day,west,foggy,5.7,49.23,no,delivered,5.0,176.19,-0.03237869014230371,0,0.16285714285714287,0.13047845271483915
1146.0,fedex,furniture,bike,express,west,rainy,58.7,34.17,yes,delayed,3.0,446.01,0.2688237142744401,0,1.4675,1.73632371427444
1147.0,fedex,automobile parts,scooter,express,east,clear,94.9,20.17,no,delivered,3.0,585.01,-0.3288825260685604,0,2.7114285714285717,2.3825460453600114
1148.0,xpressbees,documents,ev van,two day,south,foggy,251.5,25.5,no,delivered,4.0,1334.0,0.6458418780788566,1,8.982142857142858,9.627984735221714
1149.0,xpressbees,documents,van,two day,north,hot,59.6,21.9,no,delivered,4.0,363.7,0.5776848523008251,1,1.9866666666666668,2.564351518967492
1150.0,amazon logistics,electronics,van,same day,central,stormy,117.8,12.54,yes,failed,1.0,726.62,0.9239115955045012,1,3.9266666666666667,4.850578262171168
1151.0,dhl,cosmetics,scooter,standard,west,rainy,194.3,45.66,no,delivered,4.0,1108.48,0.70183943802025,1,5.551428571428572,6.2532680094488216
1152.0,fedex,fragile items,scooter,standard,south,rainy,45.7,4.13,no,delivered,4.0,240.89,-0.4109884626525431,0,1.3057142857142858,0.8947258230617428
1153.0,dhl,electronics,truck,express,south,hot,23.1,23.82,no,delivered,3.0,236.96,-0.14548852430685066,0,0.924,0.7785114756931494
1154.0,ecom express,furniture,ev bike,same day,south,stormy,3.6,43.05,no,delivered,4.0,244.65,-0.36850588539067053,0,0.09473684210526316,-0.27376904328540735
1155.0,ekart,cosmetics,truck,same day,south,cold,288.8,20.43,no,delivered,5.0,1605.29,1.416764548040911,1,11.552,12.96876454804091
1156.0,shadowfax,fragile items,truck,express,east,stormy,12.8,13.84,yes,failed,1.0,155.52,0.45654512680279025,0,0.512,0.9685451268027903
1157.0,blue dart,automobile parts,scooter,two day,south,cold,196.1,20.33,no,delivered,4.0,1041.49,0.24178346787525395,0,5.602857142857142,5.844640610732396
1158.0,amazon logistics,cosmetics,ev van,two day,west,hot,3.6,47.06,no,delivered,4.0,152.68,0.6821593130318641,1,0.1285714285714286,0.8107307416032926
1159.0,dhl,automobile parts,ev bike,standard,north,cold,248.2,30.84,no,delivered,5.0,1333.52,0.8170559618869522,1,6.531578947368421,7.348634909255373
1160.0,dhl,automobile parts,ev van,two day,west,rainy,201.2,7.63,no,delivered,5.0,1028.89,1.1959791563759836,1,7.185714285714285,8.381693442090269
1161.0,shadowfax,automobile parts,ev bike,standard,north,foggy,294.0,38.21,no,delivered,4.0,1584.63,0.17859933816950768,0,7.7368421052631575,7.915441443432665
1162.0,fedex,groceries,ev bike,express,south,foggy,280.9,1.1,yes,delayed,3.0,1457.8,1.5743354033561712,1,7.3921052631578945,8.966440666514066
1163.0,amazon logistics,groceries,bike,two day,central,clear,289.6,9.61,no,delivered,4.0,1476.83,-0.41687174002907845,0,7.24,6.823128259970922
1164.0,fedex,groceries,bike,express,west,stormy,23.9,30.62,yes,delayed,2.0,261.36,-0.3143696240870675,0,0.5974999999999999,0.28313037591293244
1165.0,fedex,automobile parts,bike,same day,central,clear,176.0,4.37,no,delivered,4.0,993.11,0.3067711296028923,0,4.4,4.706771129602893
1166.0,delhivery,documents,van,two day,east,hot,224.2,1.91,no,delivered,5.0,1126.73,1.1055923885684482,1,7.473333333333333,8.578925721901781
1167.0,delhivery,cosmetics,truck,express,north,rainy,38.0,31.29,yes,delayed,2.0,333.87,0.6888818455531553,1,1.52,2.2088818455531554
1168.0,dhl,pharmacy,bike,two day,central,foggy,63.6,49.37,no,delivered,5.0,466.11,0.3599727360157079,0,1.59,1.949972736015708
1169.0,ecom express,electronics,ev bike,same day,west,rainy,123.0,6.34,yes,delayed,2.0,734.02,0.7610578814469542,1,3.236842105263158,3.997899986710112
1170.0,ecom express,furniture,truck,same day,east,rainy,255.0,49.52,yes,delayed,3.0,1524.82,2.0920246676340906,1,10.2,12.29202466763409
1171.0,shadowfax,clothing,truck,standard,west,foggy,245.0,25.22,no,delivered,4.0,1300.66,1.4036785769360307,1,9.8,11.203678576936031
1172.0,shadowfax,cosmetics,ev van,same day,south,cold,245.1,40.84,no,delivered,3.0,1448.02,0.7846431414765274,1,8.753571428571428,9.538214570047955
1173.0,dhl,furniture,truck,express,west,clear,83.3,30.51,yes,failed,1.0,558.03,0.03126033118556304,0,3.332,3.363260331185563
1174.0,blue dart,groceries,bike,express,west,clear,229.9,19.47,yes,delayed,2.0,1257.91,-0.01877793836985653,0,5.7475000000000005,5.728722061630144
1175.0,delhivery,electronics,ev bike,two day,north,rainy,29.3,6.55,no,delivered,4.0,166.15,-0.08739990297579237,0,0.7710526315789474,0.6836527286031551
1176.0,dhl,clothing,ev van,express,north,hot,284.6,31.86,yes,delayed,3.0,1568.58,0.42401176265425455,0,10.164285714285715,10.58829747693997
1177.0,ekart,cosmetics,bike,express,central,hot,149.4,47.81,yes,delayed,3.0,940.43,-0.32113704425861567,0,3.7350000000000003,3.4138629557413847
1178.0,blue dart,fragile items,truck,two day,west,hot,215.4,15.2,no,delivered,5.0,1122.6,0.40129811196157483,0,8.616,9.017298111961574
1179.0,ekart,documents,van,express,south,hot,292.1,22.48,no,delivered,5.0,1577.94,0.1902560011880574,0,9.736666666666668,9.926922667854726
1180.0,delhivery,fragile items,bike,same day,east,rainy,125.0,23.79,yes,delayed,2.0,796.37,0.23142320483526868,0,3.125,3.3564232048352687
1181.0,shadowfax,furniture,scooter,same day,north,stormy,91.8,5.74,no,delivered,4.0,576.22,0.8408253882031866,1,2.6228571428571428,3.4636825310603294
1182.0,ecom express,groceries,ev van,standard,north,foggy,95.3,1.19,no,delivered,4.0,480.07,0.8260292573319514,1,3.4035714285714285,4.22960068590338
1183.0,xpressbees,furniture,van,same day,north,hot,28.7,45.38,no,delivered,5.0,379.64,0.32332831513402727,0,0.9566666666666667,1.279994981800694
1184.0,fedex,cosmetics,truck,express,north,stormy,203.3,35.65,yes,delayed,3.0,1173.45,1.9684498189130473,1,8.132,10.100449818913047
1185.0,dhl,automobile parts,ev bike,same day,north,cold,297.1,49.37,no,delivered,3.0,1632.7206,0.32858524323942717,0,7.81842105263158,8.147006295871007
1186.0,ekart,furniture,van,express,north,hot,262.0,45.72,yes,delayed,3.0,1497.16,0.718898023063133,1,8.733333333333333,9.452231356396466
1187.0,blue dart,groceries,ev van,standard,central,cold,290.1,45.8,no,delivered,3.0,1587.9,0.5341109247956517,1,10.360714285714286,10.894825210509937
1188.0,shadowfax,cosmetics,van,standard,north,cold,64.0,8.78,no,delivered,5.0,346.34,0.10327672166755963,0,2.1333333333333333,2.236610055000893
1189.0,shadowfax,furniture,ev van,same day,north,foggy,21.8,27.02,no,delivered,5.0,290.06,0.258444201135937,0,0.7785714285714286,1.0370156297073656
1190.0,delhivery,groceries,bike,two day,east,foggy,83.5,20.13,no,delivered,5.0,477.89,-0.04000333645909038,0,2.0875,2.0474966635409095
1191.0,dhl,furniture,ev van,express,west,rainy,183.2,31.86,yes,delayed,2.0,1061.58,1.2093269375580729,1,6.542857142857143,7.752184080415216
1192.0,ekart,furniture,bike,standard,west,foggy,219.9,40.54,no,delivered,5.0,1221.12,0.2594923515245391,0,5.4975000000000005,5.75699235152454
1193.0,blue dart,clothing,ev bike,two day,north,rainy,235.0,49.52,no,delivered,5.0,1323.56,0.932747601551478,1,6.184210526315789,7.116958127867267
1194.0,xpressbees,electronics,truck,express,north,foggy,14.9,4.0,yes,delayed,2.0,136.5,0.16745458024276116,0,0.596,0.7634545802427611
1195.0,fedex,pharmacy,truck,express,north,cold,182.5,36.27,yes,delayed,3.0,1071.31,0.1061018799404998,0,7.3,7.4061018799405
1196.0,shadowfax,clothing,ev van,two day,north,rainy,80.3,38.67,no,delivered,5.0,517.51,0.6483567071024052,1,2.867857142857143,3.516213849959548
1197.0,xpressbees,furniture,truck,standard,north,cold,79.5,39.83,no,delivered,4.0,516.99,0.24850866032199592,0,3.18,3.428508660321996
1198.0,ecom express,fragile items,ev bike,standard,central,clear,235.3,13.18,no,delivered,4.0,1216.04,0.16574698632514462,0,6.192105263157895,6.35785224948304
1199.0,amazon logistics,clothing,ev bike,standard,east,clear,268.4,7.32,no,delivered,4.0,1363.96,0.06717424021939866,0,7.063157894736841,7.13033213495624
1200.0,shadowfax,groceries,ev van,express,south,cold,179.8,18.92,yes,delayed,3.0,1005.76,0.9229564147064391,1,6.421428571428572,7.344384986135011
1201.0,amazon logistics,automobile parts,scooter,two day,north,stormy,6.6,20.89,no,delivered,3.0,95.67,0.09413877936580078,0,0.18857142857142856,0.28271020793722934
1202.0,fedex,electronics,ev van,same day,central,rainy,99.0,40.08,yes,failed,1.0,715.24,0.5076069090909954,1,3.5357142857142856,4.043321194805281
1203.0,ecom express,cosmetics,truck,two day,west,rainy,282.1,49.52,no,delivered,4.0,1559.66,2.0678092509096846,1,11.284,13.351809250909685
1204.0,xpressbees,clothing,bike,express,north,clear,186.7,43.47,yes,delayed,2.0,1113.91,0.16298940871091627,0,4.6674999999999995,4.830489408710916
1205.0,shadowfax,automobile parts,ev van,express,east,rainy,250.4,12.61,yes,failed,1.0,1339.83,1.6243723068119955,1,8.942857142857143,10.567229449669139
1206.0,ecom express,groceries,ev bike,express,central,clear,143.8,21.72,yes,delayed,2.0,834.16,0.012177507361164519,0,3.78421052631579,3.7963880336769544
1207.0,fedex,electronics,ev van,standard,south,hot,134.6,41.26,no,delivered,4.0,796.78,0.029759636515116483,0,4.807142857142857,4.836902493657973
1208.0,xpressbees,cosmetics,ev bike,same day,west,cold,166.6,21.0,no,delivered,4.0,996.0,0.15186656683997857,0,4.38421052631579,4.536077093155768
1209.0,ekart,clothing,van,express,south,rainy,253.2,6.18,yes,delayed,2.0,1334.54,1.098418418460092,1,8.44,9.538418418460092
1210.0,ecom express,groceries,van,two day,north,clear,284.2,24.18,no,delivered,4.0,1493.54,0.524873022956081,1,9.473333333333333,9.998206356289414
1211.0,shadowfax,furniture,scooter,same day,south,cold,160.8,36.63,no,delivered,5.0,1013.89,-0.005616113474528284,0,4.594285714285714,4.588669600811186
1212.0,amazon logistics,cosmetics,van,two day,south,hot,287.3,39.6,no,delivered,5.0,1555.3,0.27096177399456245,0,9.576666666666666,9.847628440661229
1213.0,fedex,groceries,bike,standard,north,foggy,235.3,38.16,no,delivered,5.0,1290.98,0.4903778203292415,0,5.8825,6.372877820329242
1214.0,amazon logistics,fragile items,ev bike,standard,south,hot,233.1,10.75,no,delivered,3.0,1197.75,0.5751878393991223,1,6.13421052631579,6.709398365714912
1215.0,delhivery,furniture,ev bike,express,central,hot,283.5,26.92,yes,delayed,2.0,1548.26,0.28454141230186547,0,7.4605263157894735,7.745067728091339
1216.0,blue dart,groceries,ev van,same day,north,hot,43.0,7.35,no,delivered,4.0,337.05,0.4511083360878345,0,1.5357142857142858,1.9868226218021203
1217.0,fedex,groceries,truck,same day,north,rainy,15.6,5.28,no,delivered,5.0,193.84,-0.08972718727316054,0,0.624,0.5342728127268395
1218.0,xpressbees,fragile items,ev van,same day,south,foggy,36.7,42.64,no,delivered,3.0,411.42,0.24098396295285496,0,1.3107142857142857,1.5516982486671407
1219.0,amazon logistics,pharmacy,scooter,two day,central,stormy,170.4,13.42,no,delivered,5.0,892.26,1.209967312593502,1,4.868571428571428,6.07853874116493
1220.0,dhl,clothing,van,express,west,stormy,257.8,36.01,yes,delayed,3.0,1447.03,3.2215447383320175,1,8.593333333333334,11.814878071665351
1221.0,shadowfax,cosmetics,ev bike,express,east,stormy,16.5,37.54,yes,delayed,2.0,245.12,-0.226016367814117,0,0.4342105263157895,0.2081941585016725
1222.0,fedex,groceries,ev bike,express,west,rainy,153.2,10.88,yes,failed,1.0,848.64,0.8186304235944242,1,4.031578947368421,4.850209370962845
1223.0,ecom express,groceries,ev bike,express,north,foggy,188.3,2.31,yes,delayed,2.0,998.43,0.7847646432269988,1,4.955263157894737,5.740027801121736
1224.0,shadowfax,electronics,van,same day,south,foggy,183.2,16.93,no,delivered,3.0,1066.79,0.8569397292354504,1,6.1066666666666665,6.963606395902117
1225.0,dhl,automobile parts,bike,two day,central,clear,88.0,25.39,no,delivered,3.0,516.17,-0.05558629766331258,0,2.2,2.1444137023366876
1226.0,ecom express,electronics,ev van,express,west,hot,73.3,18.19,no,delivered,5.0,471.07,0.09194664722282964,0,2.617857142857143,2.7098037900799725
1227.0,delhivery,automobile parts,van,express,east,stormy,7.8,15.43,yes,delayed,2.0,135.29,0.09114344159373289,0,0.26,0.3511434415937329
1228.0,ecom express,electronics,truck,two day,south,stormy,48.7,1.56,no,delivered,5.0,248.18,0.5402993995114536,1,1.9480000000000002,2.4882993995114537
1229.0,blue dart,furniture,bike,express,south,hot,4.9,28.79,no,delivered,3.0,160.87,0.2952887350384729,0,0.12250000000000001,0.4177887350384729
1230.0,ekart,electronics,ev van,standard,north,foggy,146.9,23.74,no,delivered,4.0,805.72,1.2927283290488347,1,5.246428571428572,6.539156900477407
1231.0,amazon logistics,furniture,scooter,express,central,stormy,199.2,44.98,yes,failed,2.0,1180.94,1.5401810359262216,1,5.691428571428571,7.231609607354793
1232.0,xpressbees,fragile items,ev van,standard,north,hot,183.7,6.89,no,delivered,5.0,939.17,-0.08290517958800869,0,6.560714285714285,6.477809106126276
1233.0,ecom express,pharmacy,ev bike,express,central,stormy,215.7,25.22,yes,delayed,2.0,1204.16,1.676410122336729,1,5.6763157894736835,7.3527259118104125
1234.0,xpressbees,furniture,scooter,two day,south,hot,25.7,26.46,no,delivered,5.0,207.88,0.8106270870105813,1,0.7342857142857143,1.5449128012962956
1235.0,shadowfax,clothing,van,two day,central,clear,170.3,25.46,no,delivered,3.0,927.88,-0.24110237039091942,0,5.676666666666667,5.435564296275747
1236.0,dhl,automobile parts,ev van,two day,north,cold,61.9,3.78,no,delivered,4.0,320.84,0.6685921844903633,1,2.210714285714286,2.879306470204649
1237.0,delhivery,groceries,truck,express,east,stormy,194.0,8.71,yes,failed,2.0,1046.13,2.831310244222932,1,7.76,10.591310244222932
1238.0,blue dart,furniture,ev bike,express,north,hot,242.5,2.16,no,delivered,3.0,1268.98,0.1530024748560228,0,6.381578947368421,6.534581422224444
